$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
477F7E,77,,AIRBUS HELICOPTERS EC-225/725,EC25,Mil,tar1090-db import,,,,
477F80,79,,EC25,EC25,Mil,tar1090-db import,,,,
477F81,82,,EC25,EC25,Mil,tar1090-db import,,,,
477F82,83,,EC25,EC25,Mil,tar1090-db import,,,,
477F83,84,,EC25,EC25,Mil,tar1090-db import,,,,
477F84,85,,EC25,EC25,Mil,tar1090-db import,,,,
477F8B,01,,EC45,EC45,Mil,tar1090-db import,,,,
477F8C,02,,EC45,EC45,Mil,tar1090-db import,,,,
477F8D,03,,EC45,EC45,Mil,tar1090-db import,,,,
477F8E,04,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F8F,07,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F90,08,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F91,09,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F92,10,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F93,11,,EC45,EC45,Mil,tar1090-db import,,,,
477F94,15,,EC45,EC45,Mil,tar1090-db import,,,,
477F95,16,,EC45,EC45,Mil,tar1090-db import,,,,
477F96,17,,EC45,EC45,Mil,tar1090-db import,,,,
477F97,18,,EC45,EC45,Mil,tar1090-db import,,,,
477F98,12,,EC45,EC45,Mil,tar1090-db import,,,,
477F99,13,,EC45,EC45,Mil,tar1090-db import,,,,
477F9A,14,,EC45,EC45,Mil,tar1090-db import,,,,
477F9B,19,,EC45,EC45,Mil,tar1090-db import,,,,
477F9C,20,,EC45,EC45,Mil,tar1090-db import,,,,
477F9D,05,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477F9E,06,,AIRBUS HELICOPTERS EC-145,EC45,Mil,tar1090-db import,,,,
477FA0,101,,AS50,AS50,Mil,tar1090-db import,,,,
477FA1,102,,AEROSPATIALE AS-350 Ecureuil,AS50,Mil,tar1090-db import,,,,
477FCA,R-902,,MCDONNELL-DOUGLAS MD-900 Explorer,EXPL,Mil,tar1090-db import,,,,
477FD0,R-906,,MCDONNELL-DOUGLAS MD-900 Explorer,EXPL,Mil,tar1090-db import,,,,
477FDD,47,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
477FDE,48,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
477FF0,44,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
478116,5629,,Lockheed Martin C-130J-30 Hercules,C30J,Mil,tar1090-db import,,,,
478124,0264,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478125,0265,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478127,0270,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478128,0273,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478129,0275,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812A,0276,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812B,0277,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812C,0278,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812D,0279,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812E,0280,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
47812F,0281,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478130,0282,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478131,0283,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
478132,0284,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
480440,D-479,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480443,D-482,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480445,D-484,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480446,D-485,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480449,D-603,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
48044A,D-604,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
48044B,D-605,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
48044C,D-606,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480489,J-623,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
480493,J-637,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
480495,J-640,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4804B9,J-885,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
480509,F-010,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
48050B,F-012,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
48050C,F-013,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
48050E,F-015,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
48050F,F-016,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
480510,F-017,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
480511,F-018,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
480512,F-019,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
480513,F-020,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
480514,F-021,,LOCKHEED MARTIN F-35 Lightning 2,F35,Mil,tar1090-db import,,,,
48084B,D-474,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
48084F,D-478,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
480879,R-02,,BELL 412,B412,Mil,tar1090-db import,,,,
48087A,R-03,,BELL 412,B412,Mil,tar1090-db import,,,,
480880,Q-31,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480881,Q-32,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480882,Q-33,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480883,Q-34,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480884,Q-35,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480885,Q-36,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480886,Q-37,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480887,Q-38,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480888,Q-39,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480889,Q-40,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
48088A,Q-41,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
48088B,Q-42,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
48088D,Q-44,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
48088E,Q-45,,H64,H64,Mil,tar1090-db import,,,,
48088F,Q-46,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480890,Q-47,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480891,Q-48,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480892,Q-49,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
480893,Q-50,,H64,H64,Mil,tar1090-db import,,,,
480C45,T-059,,AIRBUS A-330-200,A332,Mil,tar1090-db import,,,,
48104A,N-234,,NHI NH-90,NH90,Mil,tar1090-db import,,,,
481051,N-324,,NHI NH-90,NH90,Mil,tar1090-db import,,,,
4894DE,SP-28XG,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
48D8F0,1510,,C130,C130,Mil,tar1090-db import,,,,
48D900,029,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D901,030,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D902,031,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D905,038,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D907,041,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D90F,051,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D912,020,,PZ3T,PZ3T,Mil,tar1090-db import,,,,
48D9CB,42,,MG29,MG29,Mil,tar1090-db import,,,,
48D9CC,115,,MG29,MG29,Mil,tar1090-db import,,,,
48DA51,6103,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
48DA8E,0815,,W3,W3,Mil,tar1090-db import,,,,
48DA92,0620,,W3,W3,Mil,tar1090-db import,,,,
497C01,19601,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C02,19602,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C03,19603,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C04,19604,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C05,19605,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C06,19606,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C07,19607,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C08,19608,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C09,19609,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C10,19610,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C11,19611,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C12,19612,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
497C22,15102,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C23,15103,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C24,15104,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C25,15105,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C26,15106,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C28,15108,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C29,15109,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C2A,15110,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C2C,15113,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C2D,15114,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C2F,15116,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C31,15118,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C32,15119,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C33,15120,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C35,15122,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C3E,15131,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C40,15133,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C42,15135,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C43,15136,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C49,15142,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C4A,15143,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C4B,15144,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
497C72,17402,,DASSAULT Falcon 50,FA50,Mil,tar1090-db import,,,,
497C78,27404,,DASSAULT Falcon 900,F900,Mil,tar1090-db import,,,,
497C81,16801,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
497C82,16803,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
497C83,16805,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
497C84,16806,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
497C97,14807,,LOCKHEED P-3 Orion,P3,Mil,tar1090-db import,,,,
497C9C,24812,,P3,P3,Mil,tar1090-db import,,,,
497CA1,16701,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA2,16702,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA3,16703,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA5,16705,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA6,16706,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA7,16707,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CA8,16708,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CAA,16710,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
497CB1,29701,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB2,29702,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB3,29703,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB4,29704,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB5,29705,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB6,29706,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CB7,29707,,AGUSTA AW-119 Koala,A119,Mil,tar1090-db import,,,,
497CBC,19201,,AGUSTAWESTLAND AW-159 Super Lynx,LYNX,Mil,tar1090-db import,,,,
497CBD,19202,,AgustaWestland AW-159 Super Lynx Mk95A,LYNX,Mil,tar1090-db import,,,,
497CBE,19203,,AGUSTAWESTLAND AW-159 Super Lynx,LYNX,Mil,tar1090-db import,,,,
497CBF,19204,,AgustaWestland AW-159 Super Lynx Mk95A,LYNX,Mil,tar1090-db import,,,,
497CE0,25303,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
497CE5,25301,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
497CE6,25302,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
497CE7,25303,,E314,E314,Mil,tar1090-db import,,,,
497CE8,25304,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
497CE9,25305,,E314,E314,Mil,tar1090-db import,,,,
497FA1,29801,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA2,29802,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA3,29803,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA4,29804,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA5,29805,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA7,29807,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
497FA8,29808,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
49842A,9235,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
498430,9241,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
498431,9242,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
498434,9245,,SAAB 39 Gripen,SB39,Mil,tar1090-db import,,,,
498437,1526,,LET L-410 Turbolet,L410,Mil,tar1090-db import,,,,
498439,9799,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
49843A,9806,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498441,9813,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498442,9837,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498443,9781,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498446,2312,,L410,L410,Mil,tar1090-db import,,,,
49844C,1525,,LET L-410 Turbolet,L410,Mil,tar1090-db import,,,,
49844F,0836,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498453,0709,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498455,0712,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498456,0713,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498457,0714,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498458,0715,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498459,0716,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
49845A,0717,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498461,0718,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498462,0719,,PZL-SWIDNIK W-3,W3,Mil,tar1090-db import,,,,
498482,3368,,MIL Mi-24/25/35,MI24,Mil,tar1090-db import,,,,
49848A,0828,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
49848B,9825,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
49848D,9767,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
49848F,0731,,LET L-410 Turbolet,L410,Mil,tar1090-db import,,,,
498491,0825,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
498492,0832,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A1,0928,,LET L-410 Turbolet,L410,Mil,tar1090-db import,,,,
4984A2,0835,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A3,0834,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A4,0839,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A5,0848,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A6,0849,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984A7,0850,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984B3,0457,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
4984B8,0486,,SUCO,SUCO,Mil,tar1090-db import,,,,
4984B9,0487,,SUCO,SUCO,Mil,tar1090-db import,,,,
4984BA,0488,,SUCO,SUCO,Mil,tar1090-db import,,,,
4984BB,0489,,SUCO,SUCO,Mil,tar1090-db import,,,,
4984BC,0490,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984BD,0491,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984BE,0492,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984BF,0493,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984C0,0494,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984C1,0495,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984C2,0496,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984C3,0497,,UH1Y,UH1Y,Mil,tar1090-db import,,,,
4984EB,0477,,L39,L39,Mil,tar1090-db import,,,,
4984FB,0555,,L39,L39,Mil,tar1090-db import,,,,
4984FC,0556,,L39,L39,Mil,tar1090-db import,,,,
4A34D6,291,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A34D7,292,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A34D8,293,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A34D9,270,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4A34DA,271,,H60,H60,Mil,tar1090-db import,,,,
4A34E1,272,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4A34E2,273,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4A34E3,274,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4A34E4,275,,H60,H60,Mil,tar1090-db import,,,,
4A34E5,276,,H60,H60,Mil,tar1090-db import,,,,
4A34E6,1123,,LEARJET 45,LJ45,Mil,tar1090-db import,,,,
4A34E7,1124,,LEARJET 45,LJ45,Mil,tar1090-db import,,,,
4A34E8,9142,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A34E9,9143,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A3507,91,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A3515,277,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4A35A2,5930,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A35A4,6166,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A35A5,6191,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A35A6,810,,ANTONOV An-26,AN26,Mil,tar1090-db import,,,,
4A35A8,1105,,ANTONOV An-30,AN30,Mil,tar1090-db import,,,,
4A35AA,2701,,ALENIA C-27J Spartan,C27J,Mil,tar1090-db import,,,,
4A35AB,2702,,ALENIA C-27J Spartan,C27J,Mil,tar1090-db import,,,,
4A35AD,2704,,ALENIA C-27J Spartan,C27J,Mil,tar1090-db import,,,,
4A35AE,2705,,ALENIA C-27J Spartan,C27J,Mil,tar1090-db import,,,,
4A35B3,75,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35B4,106,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35B6,337,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35B7,339,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35C1,140,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35C7,349,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35C8,350,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35CE,333,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35CF,336,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35D1,335,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A35D3,98,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35D5,14,,IAR-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35D6,26,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35D7,51,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35D8,57,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35DA,83,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A35E1,1601,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4A35E2,1602,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4A35E3,1603,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4A35EA,1610,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4A35EF,1615,,GENERAL DYNAMICS F-16 Fighting Falcon,F16,Mil,tar1090-db import,,,,
4A3603,109,,AEROSPATIALE SA-330 Puma,PUMA,Mil,tar1090-db import,,,,
4A3604,201,,AEROSPATIALE AS-365 Dauphin 2,AS65,Mil,tar1090-db import,,,,
4A3607,204,,AEROSPATIALE AS-365 Dauphin 2,AS65,Mil,tar1090-db import,,,,
4A360C,334,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A360E,340,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A360F,341,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A3613,346,,AIRBUS HELICOPTERS EC-135/635,EC35,Mil,tar1090-db import,,,,
4A8187,84007,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
4A82F1,60040,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A82F2,60041,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A82F7,60061,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A82F8,60062,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A82FC,60079,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A82FF,60088,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8302,60100,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8306,60105,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8309,60114,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A830A,60115,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A830B,60116,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A830C,60118,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A830E,60125,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8312,60133,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8314,60136,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4A8315,60137,,SAAB 105,SB05,Mil,tar1090-db import,,,,
4AEBD3,161226,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4AEBD6,161229,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4AEBD7,161230,,H60,H60,Mil,tar1090-db import,,,,
4AEBD8,161231,,H60,H60,Mil,tar1090-db import,,,,
4AEBD9,161232,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4AEBDF,161238,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4AEBE0,161239,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
4AEBE3,146056,,NHI NH-90,NH90,Mil,tar1090-db import,,,,
4AECC3,106111,,BOMBARDIER BD-700 Global 6000/6500,GLEX,Mil,tar1090-db import,,,,
